subject,subject_name,gender,item,item_singular,voicing,item_pair,order,vowel,stop,place,utterancelength,accent_type,prosodic_boundary,norming_voiceless_count,norming_schwa_total,norming_schwa_pure,usable,item_vowel_dur,vowel_dur,comment
7,Dorit,female,blode,blod,voiced,1,138+0i,o,d,alveolar,1.624,prenuclear,no,2,2,2,usable,162.92,154.881859,NA
7,Dorit,female,schmaube,schmaub,voiced,10,142+0i,au,b,labial,1.696,prenuclear,no,0,3,3,usable,178.34,171.950339,NA
7,Dorit,female,froge,frog,voiced,4,143+0i,o,g,velar,1.712,prenuclear,no,1,2,2,usable,171.49,150.758144,NA
10,Frank,male,klabe,klab,voiced,8,2+0i,a,b,labial,1.68,prenuclear,no,1,2,2,usable,157.49,180.552746,NA
10,Frank,male,drude,drud,voiced,2,4+0i,u,d,alveolar,1.936,nuclear,yes,0,3,3,usable,157.96,164.071801,ambigue nucleus
10,Frank,male,schmaube,schmaub,voiced,10,7+0i,au,b,labial,1.632,nuclear,yes,0,3,3,usable,178.34,194.137391,NO RELEASE?
10,Frank,male,frate,frat,voiceless,3,13+0i,a,t,alveolar,1.672,nuclear,yes,0,4,4,usable,144.68,168.699,NA
10,Frank,male,wiepe,wiep,voiceless,12,18+0i,i,p,labial,1.624,nuclear,yes,2,3,3,usable,102.1,130.813055,ambigue nucleus
10,Frank,male,gake,gak,voiceless,5,20+0i,a,k,velar,1.776,nuclear,yes,1,3,3,usable,195.59,242.176535,ambigue nucleus
10,Frank,male,gope,gop,voiceless,6,21+0i,o,p,labial,1.664,nuclear,yes,0,3,3,usable,120.77,145.836332,v elided; ambigue nucleus
10,Frank,male,froge,frog,voiced,4,24+0i,o,g,velar,1.72,prenuclear,no,1,2,2,usable,171.49,173.3235,ambigue nucleus
10,Frank,male,blode,blod,voiced,1,26+0i,o,d,alveolar,1.528,prenuclear,no,2,2,2,usable,162.92,168.070396,ambigue nucleus
10,Frank,male,griete,griet,voiceless,7,30+0i,i,t,alveolar,1.68,prenuclear,no,1,4,4,usable,102.61,129.943453,NA
10,Frank,male,schriege,schrieg,voiced,11,35+0i,i,g,velar,1.592,prenuclear,no,0,5,5,usable,143.52,113.850677,NA
10,Frank,male,roge,rog,voiced,22,37+0i,o,g,velar,1.592,nuclear,yes,0,4,4,usable,167.1,203.261833,ambigue nucleus
10,Frank,male,frupe,frup,voiceless,14,51+0i,u,p,labial,1.728,prenuclear,no,1,3,3,usable,100.5,127.629755,NA
10,Frank,male,quobe,quob,voiced,21,52+0i,o,b,labial,1.616,nuclear,yes,0,3,3,usable,145.83,127.290284,NO RELEASE?; kop; ambigue nucleus
10,Frank,male,stauke,stauk,voiceless,24,53+0i,au,k,velar,1.696,prenuclear,no,0,2,2,usable,160.21,209.111571,NA
10,Frank,male,flabe,flab,voiced,13,58+0i,a,b,labial,1.656,nuclear,yes,1,3,3,usable,181.37,156.287715,NA
10,Frank,male,prieke,priek,voiceless,18,60+0i,i,k,velar,1.624,prenuclear,no,1,3,3,usable,114.28,140.331142,NA
10,Frank,male,pruge,prug,voiced,19,63+0i,u,g,velar,1.608,prenuclear,no,0,3,3,usable,140.88,120.284935,ambigue nucleus
10,Frank,male,mupe,mup,voiceless,17,66+0i,u,p,labial,1.6,nuclear,yes,1,1,1,usable,155.68,87.051807,ambigue nucleus
10,Frank,male,gaute,gaut,voiceless,15,69+0i,au,t,alveolar,1.576,prenuclear,no,0,4,4,usable,164.88,197.775833,NA
10,Frank,male,schuge,schug,voiced,23,70+0i,u,g,velar,1.56,prenuclear,no,0,4,4,usable,153.12,108.983436,ambigue nucleus
10,Frank,male,quate,quat,voiceless,20,72+0i,a,t,alveolar,1.576,prenuclear,no,1,2,2,usable,164.52,178.014425,NA
10,Frank,male,nauge,naug,voiced,9,74+0i,au,g,velar,1.64,prenuclear,no,0,4,4,usable,206.35,219.173407,NA
10,Frank,male,froke,frok,voiceless,4,76+0i,o,k,velar,1.64,prenuclear,no,1,2,2,usable,131.4,136.353786,NA
10,Frank,male,gage,gag,voiced,5,83+0i,a,g,velar,1.6,prenuclear,no,1,4,4,usable,220.77,214.228138,NA
10,Frank,male,frade,frad,voiced,3,88+0i,a,d,alveolar,1.696,nuclear,yes,1,3,3,usable,198.19,195.617113,ambigue nucleus
10,Frank,male,wiebe,wieb,voiced,12,89+0i,i,b,labial,1.528,prenuclear,no,0,4,4,usable,115.02,129.224458,NA
10,Frank,male,blote,blot,voiceless,1,94+0i,o,t,alveolar,1.6,prenuclear,no,2,2,2,usable,153.82,175.648972,NA
10,Frank,male,gobe,gob,voiced,6,99+0i,o,b,labial,1.592,nuclear,no,1,3,3,usable,153.2,132.398297,ambigue nucleus
10,Frank,male,schmaupe,schmaup,voiceless,10,100+0i,au,p,labial,1.608,prenuclear,no,0,3,3,usable,155.18,156.060799,NO RELEASE?;pf ; ambigue nucleus
10,Frank,male,drute,drut,voiceless,2,101+0i,u,t,alveolar,1.632,prenuclear,no,0,2,2,usable,111.7,131.897321,NA
10,Frank,male,griede,gried,voiced,7,104+0i,i,d,alveolar,1.696,nuclear,yes,0,5,5,usable,116.35,136.886682,ambigue nucleus
10,Frank,male,klape,klap,voiceless,8,105+0i,a,p,labial,1.736,nuclear,yes,1,2,2,usable,152.21,176.486448,ambigue nucleus
10,Frank,male,schrieke,schriek,voiceless,11,108+0i,i,k,velar,1.784,nuclear,yes,1,3,3,usable,124.84,167.934359,ambigue nucleus
10,Frank,male,frube,frub,voiced,14,113+0i,u,b,labial,1.584,prenuclear,no,0,3,3,usable,126.51,104.59556,whisper sound; ambigue nucleus
10,Frank,male,mube,mub,voiced,17,122+0i,u,b,labial,1.56,nuclear,yes,1,4,4,usable,190.24,125.785211,ambigue nucleus
10,Frank,male,quope,quop,voiceless,21,123+0i,o,p,labial,1.536,prenuclear,no,1,2,2,usable,146.96,83.208083,NO RELEASE?; kop
10,Frank,male,stauge,staug,voiced,24,126+0i,au,g,velar,1.696,prenuclear,no,0,3,3,usable,169.76,203.616188,NA
10,Frank,male,roke,rok,voiceless,22,128+0i,o,k,velar,1.544,prenuclear,no,1,2,2,usable,155.85,147.558958,ambigue nucleus
10,Frank,male,flape,flap,voiceless,13,129+0i,a,b,labial,1.68,prenuclear,no,0,5,5,usable,109.48,151.556746,NO RELEASE?; whisper sound
10,Frank,male,jiete,jiet,voiceless,16,137+0i,i,t,alveolar,1.632,prenuclear,no,2,3,3,usable,140.71,109.212545,ambigue nucleus
10,Frank,male,quade,quad,voiced,20,138+0i,o,d,alveolar,1.616,prenuclear,no,1,3,3,usable,190.37,176.405044,NA
10,Frank,male,priege,prieg,voiced,18,139+0i,i,g,velar,1.576,prenuclear,no,0,5,5,usable,142.02,96.991365,ambigue nucleus
10,Frank,male,schuke,schuk,voiceless,23,142+0i,u,k,velar,1.488,prenuclear,no,1,3,3,usable,113.14,93.395775,wollt' nicht mehr; ambigue nucleus
10,Frank,male,pruke,pruk,voiceless,19,143+0i,u,k,velar,1.528,prenuclear,no,1,3,3,usable,92.5,98.356515,ambigue nucleus
10,Frank,male,gaude,gaud,voiced,15,144+0i,au,d,alveolar,1.528,prenuclear,no,0,3,3,usable,213.2,217.382674,NA
16,Lars,male,gaute,gaut,voiceless,15,1+0i,au,t,alveolar,1.312,prenuclear,no,0,4,4,usable,164.88,180.159941,NA
16,Lars,male,roge,rog,voiced,22,2+0i,o,g,velar,1.464,prenuclear,no,0,4,4,usable,167.1,159.268637,NA
16,Lars,male,schuge,schug,voiced,23,3+0i,u,g,velar,1.448,prenuclear,no,0,4,4,usable,153.12,126.514904,NA
16,Lars,male,stauke,stauk,voiceless,24,13+0i,au,k,velar,1.432,prenuclear,no,0,2,2,usable,160.21,167.865264,NA
16,Lars,male,prieke,priek,voiceless,18,18+0i,i,k,velar,1.576,prenuclear,no,1,3,3,not_usable,114.28,127.498262,[briek]
16,Lars,male,mupe,mup,voiceless,17,20+0i,u,p,labial,1.216,prenuclear,no,1,1,1,usable,155.68,88.729322,focus on \ein\\\
16,Lars,male,pruge,prug,voiced,19,26+0i,u,g,velar,1.488,prenuclear,no,0,3,3,usable,140.88,113.276932,NA
16,Lars,male,flabe,flab,voiced,13,32+0i,a,b,labial,1.36,prenuclear,no,1,3,3,usable,181.37,120.603749,focus on \ein\\; NO RELEASE!!!\
16,Lars,male,jiede,jied,voiced,16,33+0i,i,d,alveolar,1.4,prenuclear,no,0,5,5,not_usable,151.45,140.476421,VQ e + focus on \ein\\\
16,Lars,male,klape,klap,voiceless,8,39+0i,a,p,labial,1.312,prenuclear,no,1,2,2,usable,152.21,106.376347,NO RELEASE
16,Lars,male,schrieke,schriek,voiceless,11,42+0i,i,k,velar,1.44,deaccented,no,1,3,3,usable,124.84,106.937024,focus on \ein\\\
16,Lars,male,wiebe,wieb,voiced,12,53+0i,i,b,labial,1.296,deaccented,no,0,4,4,usable,115.02,125.122374,focus on \ein\\\
16,Lars,male,drute,drut,voiceless,2,57+0i,u,t,alveolar,1.344,prenuclear,no,0,2,2,usable,111.7,99.954044,focus on \ein\\\
16,Lars,male,frade,frad,voiced,3,58+0i,a,d,alveolar,1.424,deaccented,no,1,3,3,usable,198.19,172.717923,focus on \ein\\\
16,Lars,male,froke,frok,voiceless,4,59+0i,o,k,velar,1.392,prenuclear,no,1,2,2,usable,131.4,108.196998,focus on \ein\\\
16,Lars,male,gobe,gob,voiced,6,60+0i,o,b,labial,1.36,prenuclear,no,1,3,3,usable,153.2,125.652278,focus on \ein\\; NO RELEASE\
16,Lars,male,nauge,naug,voiced,9,62+0i,au,g,velar,1.384,prenuclear,no,0,4,4,usable,206.35,188.762411,focus on \ein\\\
16,Lars,male,griede,gried,voiced,7,66+0i,i,d,alveolar,1.44,prenuclear,no,0,0,5,usable,116.35,116.698791,focus on \ein\\\
16,Lars,male,blote,blot,voiceless,1,68+0i,o,t,alveolar,1.432,prenuclear,no,2,2,2,usable,153.82,141.44473,focus on \ein\\\
16,Lars,male,gage,gag,voiced,5,69+0i,a,g,velar,1.432,deaccented,no,1,4,4,usable,220.77,195.51039,focus on \ein\\\
16,Lars,male,schmaupe,schmaup,voiceless,10,70+0i,au,p,labial,1.52,prenuclear,no,0,3,3,usable,155.18,141.458045,focus on \ein\\\
16,Lars,male,schuke,schuk,voiceless,23,75+0i,u,k,velar,1.392,prenuclear,no,1,3,3,usable,113.14,99.886649,focus on \ein\\\
16,Lars,male,gaude,gaud,voiced,15,76+0i,au,d,alveolar,1.48,prenuclear,no,0,3,3,usable,213.2,199.464533,focus on \ein\\\
16,Lars,male,mube,mub,voiced,17,78+0i,u,b,labial,1.336,prenuclear,no,1,4,4,usable,190.24,118.232291,focus on \ein\\\
16,Lars,male,quope,quop,voiceless,21,79+0i,o,p,labial,1.448,prenuclear,no,1,2,2,usable,146.96,116.22619,focus on \ein\\\
16,Lars,male,stauge,staug,voiced,24,82+0i,au,g,velar,1.488,prenuclear,no,0,3,3,usable,169.76,168.896244,focus on \ein\\\
16,Lars,male,jiete,jiet,voiceless,16,83+0i,i,t,alveolar,1.432,prenuclear,no,2,3,3,usable,140.71,93.548799,NA
16,Lars,male,roke,rok,voiceless,22,97+0i,o,k,velar,1.368,prenuclear,no,1,2,2,usable,155.85,125.813924,NA
16,Lars,male,priege,prieg,voiced,18,98+0i,i,g,velar,1.504,prenuclear,no,0,5,5,usable,142.02,108.758164,focus on \ein\\\
16,Lars,male,frube,frub,voiced,14,101+0i,u,b,labial,1.456,prenuclear,no,0,3,3,usable,126.51,107.608323,focus on \ein\\; NO RELEASE\
16,Lars,male,flape,flap,voiceless,13,102+0i,a,p,labial,1.528,deaccented,no,0,5,5,usable,109.48,139.624107,focus on \ein\\\
16,Lars,male,pruke,pruk,voiceless,19,104+0i,u,k,velar,1.472,prenuclear,no,1,3,3,usable,92.5,108.56115,focus on \ein\\\
16,Lars,male,quade,quad,voiced,20,108+0i,a,d,alveolar,1.384,prenuclear,no,1,3,3,usable,190.37,139.614717,NA
16,Lars,male,griete,griet,voiceless,7,109+0i,i,t,alveolar,1.432,prenuclear,no,1,4,4,usable,102.61,109.967341,focus on \ein\\; [krit] like the other one\
16,Lars,male,froge,frog,voiced,4,111+0i,o,g,velar,1.368,prenuclear,no,1,2,2,usable,171.49,155.888639,NA
16,Lars,male,schriege,schrieg,voiced,11,112+0i,i,g,velar,1.4,prenuclear,no,0,5,5,usable,143.52,131.43419,NA
16,Lars,male,drude,drud,voiced,2,114+0i,u,d,alveolar,1.424,prenuclear,no,0,3,3,usable,157.96,115.488258,NA
16,Lars,male,wiepe,wiep,voiceless,12,118+0i,i,p,labial,1.408,prenuclear,no,2,3,3,usable,102.1,123.097678,NA
16,Lars,male,gake,gak,voiceless,5,123+0i,a,k,velar,1.304,prenuclear,no,1,3,3,usable,195.59,161.528447,target deaccented?
16,Lars,male,schmaube,schmaub,voiced,10,125+0i,au,b,labial,1.472,prenuclear,no,0,3,3,not_usable,178.34,129.749367,transition vocoid after burst
16,Lars,male,frate,frat,voiceless,3,131+0i,a,t,alveolar,1.384,prenuclear,no,0,4,4,usable,144.68,129.652877,NA
16,Lars,male,nauke,nauk,voiceless,9,132+0i,au,k,velar,1.6,prenuclear,no,0,4,4,usable,160.76,163.1093,NA
16,Lars,male,blode,blod,voiced,1,140+0i,o,d,alveolar,1.328,prenuclear,no,2,2,2,usable,162.92,135.363049,NA
16,Lars,male,gope,gop,voiceless,6,141+0i,o,p,labial,1.384,prenuclear,no,0,3,3,usable,120.77,133.891183,NA
16,Lars,male,klabe,klab,voiced,8,142+0i,a,b,labial,1.408,prenuclear,no,1,2,2,usable,157.49,141.956993,NO RELEASE
5,Manu,female,pruke,pruk,voiceless,19,1+0i,u,k,velar,1.44,nuclear,yes,1,3,3,usable,92.5,133.23925,NA
5,Manu,female,jiete,jiet,voiceless,16,5+0i,i,t,alveolar,1.432,prenuclear,no,2,3,3,usable,140.71,152.410529,POPPING SHORTLY AFTER RELEASE
5,Manu,female,flape,flap,voiceless,13,7+0i,a,p,labial,1.432,nuclear,yes,0,5,5,usable,109.48,163.40138,NA
5,Manu,female,stauge,staug,voiced,24,17+0i,au,g,velar,1.496,nuclear,yes,0,3,3,usable,169.76,169.811892,NA
5,Manu,female,frube,frub,voiced,14,20+0i,u,b,labial,1.224,nuclear,no,0,3,3,not_usable,126.51,126.58493,VQ o
5,Manu,female,quope,quop,voiceless,21,24+0i,o,p,labial,1.536,nuclear,yes,1,2,2,usable,146.96,153.851274,NA
5,Manu,female,gaude,gaud,voiced,15,25+0i,au,d,alveolar,1.432,nuclear,yes,0,3,3,usable,213.2,197.496132,NA
5,Manu,female,mube,mub,voiced,17,27+0i,u,b,labial,1.376,nuclear,yes,1,4,4,not_usable,190.24,123.464286,mbub?
5,Manu,female,schuke,schuk,voiceless,23,28+0i,u,k,velar,1.496,nuclear,yes,1,3,3,usable,113.14,131.629617,NA
5,Manu,female,roke,rok,voiceless,22,32+0i,u,k,velar,1.44,nuclear,yes,1,2,2,usable,155.85,155.789436,NA
5,Manu,female,quade,quad,voiced,20,34+0i,a,d,alveolar,1.456,nuclear,yes,1,3,3,usable,190.37,217.967186,NA
5,Manu,female,priege,prieg,voiced,18,35+0i,i,g,velar,1.368,nuclear,yes,0,5,5,usable,142.02,142.649968,NA
5,Manu,female,gope,gop,voiceless,6,37+0i,o,p,labial,1.384,nuclear,yes,0,3,3,usable,120.77,155.306236,Rauschen
5,Manu,female,griete,griet,voiceless,7,38+0i,i,t,alveolar,1.504,nuclear,yes,1,4,4,usable,102.61,162.566749,Rauschen
5,Manu,female,nauke,nauk,voiceless,9,39+0i,au,k,velar,1.352,nuclear,yes,0,4,4,usable,160.76,167.888535,Rauschen
5,Manu,female,blode,blod,voiced,1,40+0i,o,d,alveolar,1.368,nuclear,yes,2,2,2,usable,162.92,161.981901,NA
5,Manu,female,frate,frat,voiceless,3,41+0i,a,t,alveolar,1.44,nuclear,yes,0,4,4,usable,144.68,169.174351,NA
5,Manu,female,wiepe,wiep,voiceless,12,48+0i,i,p,labial,1.44,nuclear,yes,2,3,3,usable,102.1,140.138034,NA
5,Manu,female,schmaube,schmaub,voiced,10,61+0i,au,b,labial,1.52,nuclear,yes,0,3,3,usable,178.34,170.388129,NA
5,Manu,female,schriege,schrieg,voiced,11,62+0i,i,g,velar,1.792,nuclear,yes,0,5,5,usable,143.52,144.518755,NA
5,Manu,female,klabe,klab,voiced,8,64+0i,a,b,labial,1.472,nuclear,yes,1,2,2,not_usable,157.49,189.454977,no stop
5,Manu,female,froge,frog,voiced,4,68+0i,o,g,velar,1.544,nuclear,yes,1,2,2,usable,171.49,171.069289,NA
5,Manu,female,drude,drud,voiced,2,70+0i,u,d,alveolar,1.384,nuclear,yes,0,3,3,usable,157.96,161.622183,NA
5,Manu,female,gake,gak,voiceless,5,72+0i,a,k,velar,1.448,nuclear,yes,1,3,3,usable,195.59,197.290145,NA
5,Manu,female,prieke,priek,voiceless,18,78+0i,i,k,velar,1.504,nuclear,yes,1,3,3,usable,114.28,88.662389,NA
5,Manu,female,flabe,flab,voiced,13,82+0i,a,b,labial,1.624,nuclear,yes,1,3,3,usable,181.37,187.343036,NA
5,Manu,female,pruge,prug,voiced,19,83+0i,u,g,velar,1.875584218,nuclear,yes,0,3,3,not_usable,140.88,170.744262,hesitation onset
5,Manu,female,frupe,frup,voiceless,14,84+0i,u,p,labial,1.608,nuclear,yes,1,3,3,usable,100.5,142.894963,NA
5,Manu,female,mupe,mup,voiceless,17,87+0i,u,p,labial,1.488,nuclear,yes,1,1,1,not_usable,155.68,111.096907,wup ?
5,Manu,female,stauke,stauk,voiceless,24,92+0i,au,k,velar,1.464,nuclear,yes,0,2,2,usable,160.21,159.386338,NA
5,Manu,female,roge,rog,voiced,22,93+0i,o,g,velar,1.496,nuclear,yes,0,4,4,usable,167.1,192.67421,NA
5,Manu,female,jiede,jied,voiced,16,96+0i,i,d,alveolar,1.496,nuclear,yes,0,5,5,usable,151.45,131.018858,NA
5,Manu,female,quobe,quob,voiced,21,98+0i,o,b,labial,1.536,nuclear,yes,0,3,3,usable,145.83,143.695975,NA
5,Manu,female,schuge,schug,voiced,23,99+0i,u,g,velar,1.392,nuclear,yes,0,4,4,usable,153.12,152.583703,NA
5,Manu,female,quate,quat,voiceless,20,100+0i,a,t,alveolar,1.456,prenuclear,no,1,2,2,usable,164.52,172.93788,NA
5,Manu,female,gaute,gaut,voiceless,15,101+0i,au,t,alveolar,1.52,nuclear,yes,0,4,4,usable,164.88,198.654251,NA
5,Manu,female,nauge,naug,voiced,9,111+0i,au,g,velar,1.584,nuclear,yes,0,4,4,usable,206.35,214.720881,NA
5,Manu,female,blote,blot,voiceless,1,112+0i,o,t,alveolar,1.544,nuclear,yes,2,2,2,usable,153.82,150.811735,NA
5,Manu,female,gobe,gob,voiced,6,115+0i,o,b,labial,1.496,nuclear,yes,1,3,3,usable,153.2,202.975057,NA
5,Manu,female,schmaupe,schmaup,voiceless,10,116+0i,au,p,labial,1.536,nuclear,yes,0,3,3,usable,155.18,138.576568,NA
5,Manu,female,frade,frad,voiced,3,117+0i,a,d,alveolar,1.536,nuclear,yes,1,3,3,usable,198.19,211.318516,NA
5,Manu,female,griede,gried,voiced,7,118+0i,i,d,alveolar,1.496,nuclear,yes,0,5,5,usable,116.35,166.318041,NA
5,Manu,female,froke,frok,voiceless,4,121+0i,o,k,velar,1.52,nuclear,yes,1,2,2,usable,131.4,137.51392,NA
5,Manu,female,wiebe,wieb,voiced,12,122+0i,i,b,labial,1.584,nuclear,yes,0,4,4,usable,115.02,144.377254,NA
5,Manu,female,klape,klap,voiceless,8,131+0i,a,p,labial,1.544,nuclear,yes,1,2,2,usable,152.21,170.046721,NA
5,Manu,female,gage,gag,voiced,5,133+0i,a,g,velar,1.512,nuclear,yes,1,4,4,usable,220.77,257.583253,NA
5,Manu,female,schrieke,schriek,voiceless,11,136+0i,i,k,velar,1.552,nuclear,yes,1,3,3,usable,124.84,148.944548,NA
14,Marlene,female,flabe,flab,voiced,13,2+0i,a,b,labial,1.856,nuclear,yes,1,3,3,usable,181.37,264.27027,lengthened?
14,Marlene,female,roge,rog,voiced,22,5+0i,o,g,velar,1.784,nuclear,yes,0,4,4,usable,167.1,204.170843,NA
14,Marlene,female,prieke,priek,voiceless,18,15+0i,i,k,velar,1.648,nuclear,yes,1,3,3,not_usable,114.28,184.888352,VQ e
14,Marlene,female,quobe,quob,voiced,21,17+0i,o,b,labial,1.712,nuclear,yes,0,3,3,usable,145.83,175.204535,NO RELEASE; PF-RELEASE
14,Marlene,female,jiede,jied,voiced,16,18+0i,i,d,alveolar,1.688,nuclear,yes,0,5,5,not_usable,151.45,191.536099,VQ
14,Marlene,female,stauke,stauk,voiceless,24,19+0i,au,k,velar,1.824,nuclear,yes,0,2,2,usable,160.21,242.100585,NA
14,Marlene,female,gaute,gaut,voiceless,15,22+0i,au,t,alveolar,1.752,prenuclear,no,0,4,4,usable,164.88,232.224657,NA
14,Marlene,female,schuge,schug,voiced,23,23+0i,u,g,velar,1.808,nuclear,yes,0,4,4,usable,153.12,157.538287,NA
14,Marlene,female,pruge,prug,voiced,19,25+0i,u,g,velar,1.784,nuclear,yes,0,3,3,not_usable,140.88,197.00428,VQ? o or u
14,Marlene,female,quate,quat,voiceless,20,29+0i,a,t,alveolar,1.944,nuclear,yes,1,2,2,usable,164.52,274.521695,NA
14,Marlene,female,mupe,mup,voiceless,17,32+0i,u,p,labial,1.696,nuclear,yes,1,1,1,usable,155.68,111.547484,NA
14,Marlene,female,frupe,frup,voiceless,14,34+0i,u,p,labial,1.792,nuclear,yes,1,3,3,usable,100.5,154.951996,NA
14,Marlene,female,blode,blod,voiced,1,37+0i,o,d,alveolar,1.744,prenuclear,no,2,2,2,usable,162.92,229.469302,NA
14,Marlene,female,froge,frog,voiced,4,38+0i,o,g,velar,1.856,nuclear,yes,1,2,2,usable,171.49,220.74891,NA
14,Marlene,female,gake,gak,voiceless,5,42+0i,a,k,velar,1.784,prenuclear,no,1,3,3,usable,195.59,279.247999,NA
14,Marlene,female,drude,drud,voiced,2,43+0i,u,d,alveolar,1.888,nuclear,yes,0,3,3,usable,157.96,189.377937,NA
14,Marlene,female,wiepe,wiep,voiceless,12,47+0i,i,p,labial,1.888,nuclear,yes,2,3,3,usable,102.1,149.838789,NA
14,Marlene,female,gope,gop,voiceless,6,48+0i,o,p,labial,1.688,nuclear,yes,0,3,3,usable,120.77,201.863246,NA
14,Marlene,female,schriege,schrieg,voiced,11,52+0i,i,g,velar,2,nuclear,yes,0,5,5,usable,143.52,179.755811,NA
14,Marlene,female,klabe,klab,voiced,8,60+0i,a,b,labial,2.008,nuclear,yes,1,2,2,usable,157.49,291.797928,NA
14,Marlene,female,griete,griet,voiceless,7,65+0i,i,t,alveolar,1.808,prenuclear,no,1,4,4,usable,102.61,153.252379,NA
14,Marlene,female,nauke,nauk,voiceless,9,66+0i,au,k,velar,1.832,prenuclear,no,0,4,4,usable,160.76,253.952053,NA
14,Marlene,female,schmaube,schmaub,voiced,10,68+0i,au,b,labial,2.008,nuclear,yes,0,3,3,usable,178.34,215.572291,NA
14,Marlene,female,frate,frat,voiceless,3,72+0i,a,t,alveolar,1.96,nuclear,yes,0,4,4,usable,144.68,283.050546,NA
14,Marlene,female,flape,flap,voiceless,13,73+0i,a,p,labial,1.8,nuclear,yes,0,5,5,usable,109.48,244.362042,NA
14,Marlene,female,quope,quop,voiceless,21,82+0i,o,p,labial,1.84,nuclear,yes,1,2,2,usable,146.96,206.159448,NA
14,Marlene,female,stauge,staug,voiced,24,87+0i,au,g,velar,1.968,nuclear,yes,0,3,3,usable,169.76,252.819315,NA
14,Marlene,female,schuke,schuk,voiceless,23,89+0i,u,k,velar,1.824,nuclear,yes,1,3,3,usable,113.14,151.363905,NA
14,Marlene,female,mube,mub,voiced,17,90+0i,o,b,labial,1.752,nuclear,yes,1,4,4,not_usable,190.24,182.019705,VQ o
14,Marlene,female,priege,prieg,voiced,18,92+0i,i,g,velar,1.776,nuclear,yes,0,5,5,not_usable,142.02,197.837253,VQ e
14,Marlene,female,frube,frub,voiced,14,93+0i,u,b,labial,1.92,nuclear,yes,0,3,3,usable,126.51,200.72192,NA
14,Marlene,female,gaude,gaud,voiced,15,94+0i,au,d,alveolar,1.888,nuclear,yes,0,3,3,usable,213.2,261.110527,NA
14,Marlene,female,quade,quad,voiced,20,95+0i,a,d,alveolar,1.936,nuclear,yes,1,3,3,usable,190.37,306.015581,NA
14,Marlene,female,roke,rok,voiceless,22,98+0i,o,k,velar,1.848,nuclear,yes,1,2,2,usable,155.85,229.866032,NA
14,Marlene,female,jiete,jiet,voiceless,16,103+0i,i,t,alveolar,1.777747915,nuclear,yes,2,3,3,not_usable,140.71,105.135083,VQ e
14,Marlene,female,pruke,pruk,voiceless,19,104+0i,u,k,velar,1.792,nuclear,yes,1,3,3,usable,92.5,145.993554,NA
14,Marlene,female,blote,blot,voiceless,1,111+0i,o,t,alveolar,1.848,nuclear,yes,2,2,2,usable,153.82,213.781734,NA
14,Marlene,female,frade,frad,voiced,3,114+0i,a,d,alveolar,1.912,nuclear,yes,1,3,3,usable,198.19,262.397521,NA
14,Marlene,female,wiebe,wieb,voiced,12,123+0i,i,b,labial,1.888,nuclear,yes,0,4,4,usable,115.02,155.841384,NA
14,Marlene,female,schrieke,schriek,voiceless,11,126+0i,i,k,velar,1.88,nuclear,yes,1,3,3,usable,124.84,166.942802,NA
14,Marlene,female,klape,klap,voiceless,8,127+0i,a,p,labial,1.904,nuclear,yes,1,2,2,usable,152.21,278.544185,NA
14,Marlene,female,schmaupe,schmaup,voiceless,10,128+0i,au,p,labial,1.88,nuclear,yes,0,3,3,usable,155.18,222.372642,NA
14,Marlene,female,froke,frok,voiceless,4,131+0i,o,k,velar,1.824,nuclear,yes,1,2,2,usable,131.4,197.766117,NA
14,Marlene,female,gobe,gob,voiced,6,134+0i,o,b,labial,1.744,nuclear,yes,1,3,3,usable,153.2,208.553802,NA
14,Marlene,female,gage,gag,voiced,5,137+0i,a,g,velar,1.768,nuclear,yes,1,4,4,usable,220.77,256.46498,NA
14,Marlene,female,nauge,naug,voiced,9,138+0i,au,g,velar,1.696,nuclear,yes,0,4,4,usable,206.35,243.549892,NA
14,Marlene,female,drute,drut,voiceless,2,141+0i,u,t,alveolar,1.832,nuclear,yes,0,2,2,usable,111.7,189.804625,NA
14,Marlene,female,griede,gried,voiced,7,143+0i,i,d,alveolar,2.032,nuclear,yes,0,5,5,usable,116.35,212.064727,NA
3,Martin,male,nauke,nauk,voiceless,9,5+0i,au,k,velar,1.336,prenuclear,no,0,4,4,usable,160.76,152.960008,NA
3,Martin,male,frate,frat,voiceless,3,6+0i,a,t,alveolar,1.416,prenuclear,no,0,4,4,usable,144.68,136.245721,NA
3,Martin,male,blode,blod,voiced,1,7+0i,o,d,alveolar,1.304,prenuclear,no,2,2,2,usable,162.92,102.895193,NA
3,Martin,male,griete,griet,voiceless,7,8+0i,i,t,alveolar,1.304,nuclear,yes,1,4,4,usable,102.61,125.452813,NA
3,Martin,male,schmaube,schmaub,voiced,10,15+0i,au,b,labial,1.384,nuclear,no,0,3,3,usable,178.34,152.309747,NO RELEASE?
3,Martin,male,klabe,klab,voiced,8,18+0i,a,b,labial,1.344,nuclear,no,1,2,2,usable,157.49,166.837472,whisper sound
3,Martin,male,gope,gop,voiceless,6,24+0i,o,p,labial,1.256,prenuclear,no,0,3,3,usable,120.77,119.572564,NA
3,Martin,male,drude,drud,voiced,2,26+0i,u,d,alveolar,1.232,prenuclear,no,0,3,3,usable,157.96,77.44771,NA
3,Martin,male,froge,frog,voiced,4,28+0i,o,g,velar,1.288,prenuclear,no,1,2,2,usable,171.49,99.487148,NA
